GHG Scopes and categories L1,GHG Scopes and categories L2,Activity L1,Activity L2,Region,Activity unit,Year,Readable unique string,Emission factor [kg CO2e/unit],Emission factor (location-based) [kg CO2e/unit],Emission factor (market-based) [kg CO2e/unit],Source,Description,Link,KEY
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (100% Laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(100%-Laden)_GB_km_2022,1.25384,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (100% Laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(100%-Laden)_GB_miles_2022,2.01784,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (100% Laden),GB,tonne-km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(100%-Laden)_GB_tonne-km_2022,0.06929,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_tkm_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (50% Laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(50%-Laden)_GB_km_2022,1.00633,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes50Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (50% Laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(50%-Laden)_GB_miles_2022,1.61952,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes50Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (50% Laden),GB,tonne-km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(50%-Laden)_GB_tonne-km_2022,0.11121,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_tkm_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33Tonnes50Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (Average laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(Average-laden)_GB_km_2022,1.07563,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33TonnesAverageLaden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (Average laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(Average-laden)_GB_miles_2022,1.73105,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33TonnesAverageLaden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Articulated (>33 tonnes) (Average laden),GB,tonne-km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Articulated-(>33-tonnes)-(Average-laden)_GB_tonne-km_2022,0.09289,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_tkm_upstreamTransportationAndDistribution_refrigeratedHgvs_articulated33TonnesAverageLaden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (0% Laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(0%-Laden)_GB_km_2022,0.78375,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv0Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (0% Laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(0%-Laden)_GB_miles_2022,1.26132,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv0Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (100% Laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(100%-Laden)_GB_km_2022,1.20489,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (100% Laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(100%-Laden)_GB_miles_2022,1.93908,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (100% Laden),GB,tonne-km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(100%-Laden)_GB_tonne-km_2022,0.08642,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_tkm_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv100Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (50% Laden),GB,km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(50%-Laden)_GB_km_2022,0.99432,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_km_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv50Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (50% Laden),GB,miles,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(50%-Laden)_GB_miles_2022,1.6002,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_miles_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv50Laden
Scope 3,Upstream transportation and distribution,Refrigerated HGVs,Average HGV (50% Laden),GB,tonne-km,2022,Scope3_Upstream-transportation-and-distribution_Refrigerated-HGVs_Average-HGV-(50%-Laden)_GB_tonne-km_2022,0.14208,,,BEIS/DEFRA,The BEIS/DERFA database. maintained by the Department for Business. Energy. and Industrial Strategy (BEIS) in the United Kingdom. is a comprehensive repository of emission factors. These factors quantify the amount of greenhouse gases released per unit of activity or fuel consumption. enabling organizations to estimate their carbon footprint and understand the environmental impact of their operations. ,https://www.gov.uk/government/publications/greenhouse-gas-reporting-conversion-factors-2022,GB_2022_tkm_upstreamTransportationAndDistribution_refrigeratedHgvs_averageHgv50Laden
